,references_count,citations_count,title,author,doi
41,,,Modeling and simulation of zinc-air flow battery with zinc regeneration process,"[{'preferred-name': {'ce:given-name': 'S.', 'ce:initials': 'S.', 'ce:surname': 'Kheawhom', 'ce:indexed-name': 'Kheawhom S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Kheawhom', '@auid': '55897360400', 'author-url': 'https://api.elsevier.com/content/author/author_id/55897360400', 'ce:indexed-name': 'Kheawhom S.'}]",
42,0.0,1.0,Beyond “bullies” and “victims”: A systemic approach to tackling school bullying,"[{'ce:given-name': 'Lucia', 'preferred-name': {'ce:given-name': 'Lucia', 'ce:initials': 'L.', 'ce:surname': 'Berdondini', 'ce:indexed-name': 'Berdondini L.'}, '@seq': '1', 'ce:initials': 'L.', '@_fa': 'true', 'affiliation': {'@id': '60007919', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60007919'}, 'ce:degrees': 'Dr.', 'ce:surname': 'Berdondini', '@auid': '57217477667', 'author-url': 'https://api.elsevier.com/content/author/author_id/57217477667', 'ce:indexed-name': 'Berdondini L.'}]",10.4324/9780429484711-3
43,18.0,2.0,Efficacy and Validation of a Simulation-Based Compartment Syndrome Instructional Course,"[{'ce:given-name': 'Saran', 'preferred-name': {'ce:given-name': 'Saran', 'ce:initials': 'S.', 'ce:surname': 'Tantavisut', 'ce:indexed-name': 'Tantavisut S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Tantavisut', '@auid': '36562675800', 'author-url': 'https://api.elsevier.com/content/author/author_id/36562675800', 'ce:indexed-name': 'Tantavisut S.'}]",
44,0.0,7.0,Human MicroRNAs Expression Profiles in Influenza B Virus-Infected Cells based on Illumina MiSeq Platform,"[{'ce:given-name': 'Kritsada', 'preferred-name': {'ce:given-name': 'Kritsada', 'ce:initials': 'K.', 'ce:surname': 'Khongnomnan', 'ce:indexed-name': 'Khongnomnan K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Khongnomnan', '@auid': '55803904000', 'author-url': 'https://api.elsevier.com/content/author/author_id/55803904000', 'ce:indexed-name': 'Khongnomnan K.'}]",10.2174/2211536607666180515111048
45,,,Report on the 6th international workshop on quantitative approaches to software quality (QuASoQ 2018),"[{'ce:given-name': 'Horst', 'preferred-name': {'ce:given-name': 'Horst', 'ce:initials': 'H.', 'ce:surname': 'Lichter', 'ce:indexed-name': 'Lichter H.'}, '@seq': '1', 'ce:initials': 'H.', '@_fa': 'true', 'affiliation': {'@id': '60016653', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60016653'}, 'ce:surname': 'Lichter', '@auid': '6701362446', 'author-url': 'https://api.elsevier.com/content/author/author_id/6701362446', 'ce:indexed-name': 'Lichter H.'}]",
46,0.0,106.0,Serum miR-29a and miR-122 as Potential Biomarkers for Non-Alcoholic Fatty Liver Disease (NAFLD),"[{'ce:given-name': 'Kanisa', 'preferred-name': {'ce:given-name': 'Kanisa', 'ce:initials': 'K.', 'ce:surname': 'Jampoka', 'ce:indexed-name': 'Jampoka K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Jampoka', '@auid': '57190752230', 'author-url': 'https://api.elsevier.com/content/author/author_id/57190752230', 'ce:indexed-name': 'Jampoka K.'}]",10.2174/2211536607666180531093302
47,0.0,4.0,"Branding dams: Nam Theun 2 and its role in producing the discourse of ""sustainable hydropower""","[{'ce:given-name': 'Carl', 'preferred-name': {'ce:given-name': 'Carl', 'ce:initials': 'C.', 'ce:surname': 'Middleton', 'ce:indexed-name': 'Middleton C.'}, '@seq': '1', 'ce:initials': 'C.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Middleton', '@auid': '56417394100', 'author-url': 'https://api.elsevier.com/content/author/author_id/56417394100', 'ce:indexed-name': 'Middleton C.'}]",
48,0.0,1.0,A man with facial disfigurement,"[{'ce:given-name': 'Phatharaporn', 'preferred-name': {'ce:given-name': 'Phatharaporn', 'ce:initials': 'P.', 'ce:surname': 'Kiatpanabhikul', 'ce:indexed-name': 'Kiatpanabhikul P.'}, '@seq': '1', 'ce:initials': 'P.', '@_fa': 'true', 'affiliation': {'@id': '60033133', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60033133'}, 'ce:surname': 'Kiatpanabhikul', '@auid': '57193524023', 'author-url': 'https://api.elsevier.com/content/author/author_id/57193524023', 'ce:indexed-name': 'Kiatpanabhikul P.'}]",10.11604/pamj.2018.30.196.16299
49,0.0,2.0,"Charting the speaker-relatedness of impersonal pronouns: Contrastive evidence from English, French, and Thai","[{'ce:given-name': 'Minyao', 'preferred-name': {'ce:given-name': 'Minyao', 'ce:initials': 'M.', 'ce:surname': 'Huang', 'ce:indexed-name': 'Huang M.'}, '@seq': '1', 'ce:initials': 'M.', '@_fa': 'true', 'affiliation': {'@id': '60021182', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60021182'}, 'ce:surname': 'Huang', '@auid': '57201927156', 'author-url': 'https://api.elsevier.com/content/author/author_id/57201927156', 'ce:indexed-name': 'Huang M.'}]",10.1093/oso/9780198786658.003.0007
50,,,Correction: Triple detection modes for Hg2+ sensing based on a NBD-fluorescent and colorimetric sensor and its potential in cell imaging (New Journal of Chemistry (2018) DOI: 10.1039/c8nj01915k),"[{'ce:given-name': 'Sasiwimon', 'preferred-name': {'ce:given-name': 'Sasiwimon', 'ce:initials': 'S.', 'ce:surname': 'Kraithong', 'ce:indexed-name': 'Kraithong S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Kraithong', '@auid': '56028153200', 'author-url': 'https://api.elsevier.com/content/author/author_id/56028153200', 'ce:indexed-name': 'Kraithong S.'}]",10.1039/c8nj90065e
51,,,Preface,"[{'ce:given-name': 'Prabir', 'preferred-name': {'ce:given-name': 'Prabir', 'ce:initials': 'P.', 'ce:surname': 'De', 'ce:indexed-name': 'De P.'}, '@seq': '1', 'ce:initials': 'P.', '@_fa': 'true', 'affiliation': {'@id': '100497883', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/100497883'}, 'ce:degrees': 'Prof.', 'ce:surname': 'De', '@auid': '36723697500', 'author-url': 'https://api.elsevier.com/content/author/author_id/36723697500', 'ce:indexed-name': 'De P.'}]",10.4324/9781351013598
52,,,Celebrating the third decade and beyond: New challenges to ASEAN-India economic partnership,"[{'ce:given-name': 'Prabir', 'preferred-name': {'ce:given-name': 'Prabir', 'ce:initials': 'P.', 'ce:surname': 'De', 'ce:indexed-name': 'De P.'}, '@seq': '1', 'ce:initials': 'P.', '@_fa': 'true', 'affiliation': {'@id': '100497883', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/100497883'}, 'ce:degrees': 'Prof.', 'ce:surname': 'De', '@auid': '36723697500', 'author-url': 'https://api.elsevier.com/content/author/author_id/36723697500', 'ce:indexed-name': 'De P.'}]",10.4324/9781351013598
53,19.0,17.0,"Factors Associated With Knowledge, Perception, And Practice Toward Self-Care Among Elderly Patients Suffering From Type 2 Diabetes Mellitus In Rural Thailand","[{'ce:given-name': 'Rapat', 'preferred-name': {'ce:given-name': 'Rapat', 'ce:initials': 'R.', 'ce:surname': 'Eknithiset', 'ce:indexed-name': 'Eknithiset R.'}, '@seq': '1', 'ce:initials': 'R.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Eknithiset', '@auid': '57195941190', 'author-url': 'https://api.elsevier.com/content/author/author_id/57195941190', 'ce:indexed-name': 'Eknithiset R.'}]",
54,14.0,0.0,Cross-border power trade with Myanmar: Barriers and their removal from the Thai's perspective,"[{'ce:given-name': 'Kensuke', 'preferred-name': {'ce:given-name': 'Kensuke', 'ce:initials': 'K.', 'ce:surname': 'Yamaguchi', 'ce:indexed-name': 'Yamaguchi K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': [{'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}], 'ce:surname': 'Yamaguchi', '@auid': '57190668519', 'author-url': 'https://api.elsevier.com/content/author/author_id/57190668519', 'ce:indexed-name': 'Yamaguchi K.'}]",10.1504/IJPP.2018.090671
55,0.0,0.0,Preface,"[{'ce:given-name': 'Klaus', 'preferred-name': {'ce:given-name': 'Klaus', 'ce:initials': 'K.', 'ce:surname': 'Schoeffmann', 'ce:indexed-name': 'Schoeffmann K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': {'@id': '60019660', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60019660'}, 'ce:surname': 'Schoeffmann', '@auid': '35105893300', 'author-url': 'https://api.elsevier.com/content/author/author_id/35105893300', 'ce:indexed-name': 'Schoeffmann K.'}]",
56,0.0,0.0,Preface,"[{'ce:given-name': 'Klaus', 'preferred-name': {'ce:given-name': 'Klaus', 'ce:initials': 'K.', 'ce:surname': 'Schoeffmann', 'ce:indexed-name': 'Schoeffmann K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': {'@id': '60019660', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60019660'}, 'ce:surname': 'Schoeffmann', '@auid': '35105893300', 'author-url': 'https://api.elsevier.com/content/author/author_id/35105893300', 'ce:indexed-name': 'Schoeffmann K.'}]",
57,0.0,13.0,"Correction to: Enzyme-linked immunosorbent assay for the quantitative/qualitative analysis of plant secondary metabolites (Journal of Natural Medicines, (2018), 72, 1, (32-42), 10.1007/s11418-017-1144-z)","[{'ce:given-name': 'Seiichi', 'preferred-name': {'ce:given-name': 'Seiichi', 'ce:initials': 'S.', 'ce:surname': 'Sakamoto', 'ce:indexed-name': 'Sakamoto S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60011047', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60011047'}, 'ce:surname': 'Sakamoto', '@auid': '58133076500', 'author-url': 'https://api.elsevier.com/content/author/author_id/58133076500', 'ce:indexed-name': 'Sakamoto S.'}]",10.1007/s11418-017-1163-9
58,0.0,1.0,"Publisher Correction: Atomistic mechanisms underlying the activation of the G protein-coupled sweet receptor heterodimer by sugar alcohol recognition (Scientific Reports, (2019), 9, 1, (10205), 10.1038/s41598-019-46668-w)","[{'ce:given-name': 'Panupong', 'preferred-name': {'ce:given-name': 'Panupong', 'ce:initials': 'P.', 'ce:surname': 'Mahalapbutr', 'ce:indexed-name': 'Mahalapbutr P.'}, '@seq': '1', 'ce:initials': 'P.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Mahalapbutr', '@auid': '57196032669', 'author-url': 'https://api.elsevier.com/content/author/author_id/57196032669', 'ce:indexed-name': 'Mahalapbutr P.'}]",10.1038/s41598-019-55307-3
59,,,"Correction to: Once-Daily versus Twice Daily Tacrolimus in Kidney Transplantation: A Systematic Review and Meta-analysis of Observational Studies (Drugs, (2019), 79, 18, (1947-1962), 10.1007/s40265-019-01217-7)","[{'ce:given-name': 'Somratai', 'preferred-name': {'ce:given-name': 'Somratai', 'ce:initials': 'S.', 'ce:surname': 'Vadcharavivad', 'ce:indexed-name': 'Vadcharavivad S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Vadcharavivad', '@auid': '6506736554', 'author-url': 'https://api.elsevier.com/content/author/author_id/6506736554', 'ce:indexed-name': 'Vadcharavivad S.'}]",10.1007/s40265-019-01232-8
60,44.0,72.0,Regional variation in the treatment and prevention of peritoneal dialysis-related infections in the Peritoneal Dialysis Outcomes and Practice Patterns Study,"[{'ce:given-name': 'Neil', 'preferred-name': {'ce:given-name': 'Neil', 'ce:initials': 'N.', 'ce:surname': 'Boudville', 'ce:indexed-name': 'Boudville N.'}, '@seq': '1', 'ce:initials': 'N.', '@_fa': 'true', 'affiliation': {'@id': '60031806', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031806'}, 'ce:surname': 'Boudville', '@auid': '57190234695', 'author-url': 'https://api.elsevier.com/content/author/author_id/57190234695', 'ce:indexed-name': 'Boudville N.'}]",10.1093/ndt/gfy204
61,0.0,0.0,"Answer to the Letter to the Editor of V. Kumar et al. concerning ""Can standard anterior Smith–Robinson supramanubrial approach be utilized for approach down to T2 or T3?"" by Singhatanadgige W, Zebala LP, Luksanapruksa P, Riew KD [Eur Spine J (2017) 26:2357–2362]","[{'ce:given-name': 'Weerasak', 'preferred-name': {'ce:given-name': 'Weerasak', 'ce:initials': 'W.', 'ce:surname': 'Singhatanadgige', 'ce:indexed-name': 'Singhatanadgige W.'}, '@seq': '1', 'ce:initials': 'W.', '@_fa': 'true', 'affiliation': {'@id': '60022183', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60022183'}, 'ce:surname': 'Singhatanadgige', '@auid': '56042623400', 'author-url': 'https://api.elsevier.com/content/author/author_id/56042623400', 'ce:indexed-name': 'Singhatanadgige W.'}]",10.1007/s00586-019-06166-z
62,65.0,36.0,"Schizophrenia phenomenology comprises a bifactorial general severity and a single-group factor, which are differently associated with neurotoxic immune and immune-regulatory pathways","[{'ce:given-name': 'Michael', 'preferred-name': {'ce:given-name': 'Michael', 'ce:initials': 'M.', 'ce:surname': 'Maes', 'ce:indexed-name': 'Maes M.'}, '@seq': '1', 'ce:initials': 'M.', '@_fa': 'true', 'affiliation': [{'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60031890', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031890'}, {'@id': '60018805', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60018805'}], 'ce:surname': 'Maes', '@auid': '57218157965', 'author-url': 'https://api.elsevier.com/content/author/author_id/57218157965', 'ce:indexed-name': 'Maes M.'}]",10.1515/bmc-2019-0023
63,,,Thai Catalogers’ Use and Perception of Cataloging Standards,"[{'ce:given-name': 'Hollie', 'preferred-name': {'ce:given-name': 'Hollie', 'ce:initials': 'H.', 'ce:surname': 'White', 'ce:indexed-name': 'White H.'}, '@seq': '1', 'ce:initials': 'H.', '@_fa': 'true', 'affiliation': {'@id': '60031226', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031226'}, 'ce:surname': 'White', '@auid': '36712755900', 'author-url': 'https://api.elsevier.com/content/author/author_id/36712755900', 'ce:indexed-name': 'White H.'}]",10.1080/01639374.2019.1670767
64,0.0,0.0,"Guest editorial: Selected papers from the 26th ITS World Congress, Singapore 2019","[{'ce:given-name': 'Yong Liang', 'preferred-name': {'ce:given-name': 'Yong Liang', 'ce:initials': 'Y.L.', 'ce:surname': 'Guan', 'ce:indexed-name': 'Guan Y.L.'}, '@seq': '1', 'ce:initials': 'Y.L.', '@_fa': 'true', 'affiliation': {'@id': '60005510', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60005510'}, 'ce:surname': 'Guan', '@auid': '7202922028', 'author-url': 'https://api.elsevier.com/content/author/author_id/7202922028', 'ce:indexed-name': 'Guan Y.L.'}]",10.1049/iet-its.2019.0645
65,30.0,5.0,Correlation of clinicopathological characteristics and direct immunofluorescence studies in oral lichenoid lesion in Thai patients,"[{'ce:given-name': 'Kittiphoj', 'preferred-name': {'ce:given-name': 'Kittiphoj', 'ce:initials': 'K.', 'ce:surname': 'Tikkhanarak', 'ce:indexed-name': 'Tikkhanarak K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Tikkhanarak', '@auid': '57212058106', 'author-url': 'https://api.elsevier.com/content/author/author_id/57212058106', 'ce:indexed-name': 'Tikkhanarak K.'}]",10.1111/jicd.12433
66,,,Validation of Thai version of the Health Literacy in Dentistry scale: Validation among Thai adults with physical disabilities,"[{'ce:given-name': 'Nithimar', 'preferred-name': {'ce:given-name': 'Nithimar', 'ce:initials': 'N.', 'ce:surname': 'Sermsuti-Anuwat', 'ce:indexed-name': 'Sermsuti-Anuwat N.'}, '@seq': '1', 'ce:initials': 'N.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Sermsuti-Anuwat', '@auid': '57205124109', 'author-url': 'https://api.elsevier.com/content/author/author_id/57205124109', 'ce:indexed-name': 'Sermsuti-Anuwat N.'}]",10.1111/jicd.12474
67,0.0,0.0,"Corrigendum to “Simvastatin enhances proliferation and pluripotent gene expression by canine bone marrow-derived mesenchymal stem cells (cBM-MSCs) in vitro” [Heliyon 5, (10), (October 2019), e02663](S2405844019363236)(10.1016/j.heliyon.2019.e02663))","[{'ce:given-name': 'Sirirat', 'preferred-name': {'ce:given-name': 'Sirirat', 'ce:initials': 'S.', 'ce:surname': 'Nantavisai', 'ce:indexed-name': 'Nantavisai S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': [{'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}], 'ce:surname': 'Nantavisai', '@auid': '57192956851', 'author-url': 'https://api.elsevier.com/content/author/author_id/57192956851', 'ce:indexed-name': 'Nantavisai S.'}]",10.1016/j.heliyon.2019.e02805
68,33.0,96.0,Proton pump inhibitors and hypomagnesemia: A meta-analysis of observational studies,"[{'ce:given-name': 'Thawin', 'preferred-name': {'ce:given-name': 'Thawin', 'ce:initials': 'T.', 'ce:surname': 'Srinutta', 'ce:indexed-name': 'Srinutta T.'}, '@seq': '1', 'ce:initials': 'T.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Srinutta', '@auid': '57215132461', 'author-url': 'https://api.elsevier.com/content/author/author_id/57215132461', 'ce:indexed-name': 'Srinutta T.'}]",10.1097/MD.0000000000017788
